row_number,trigger_phrase,suggested_status,when_not_to_use,correction_source
369,fw to vm,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
370,na beeps,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
371,rej call,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
372,rejected,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
373,beeping,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
374,hang up,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
375,na beep,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
376,na cnbr,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
377,na vm*2,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
378,no ring,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
379,ringing,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
380,ios vm,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
381,n a vm,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
382,no ans,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
383,pu/hu!,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
384,beeps,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
385,na 2x,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
386,na db,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
387,na vm,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
388,na x2,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
389,na/vm,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
390,pu hu,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
391,pu/hu,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
392,s1 db,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
393,s2 db,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
394,s4 db,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
395,s5 db,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
396,beep,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
397,busy,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
398,cnbr,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
399,nadb,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
400,navm,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
401,puhu,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
402,dvm,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|correct_audit_61|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
403,n/a,No Answer 1-5,[skip:agent_cb] If meaningful customer intent exists in same/latest evidence,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
404,ndt,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
405,rej,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
406,db,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|correct_audit_61|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
407,na,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
408,vm,No Answer 1-5,"[skip:agent_cb] Never use dialer-only token to justify Wrong Number, Denied Registration, Call Again, or No Potential.",generated_from_data23_and_conversation|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
409,unreachable number,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
410,network coverage,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",curated_from_run523|conflict_i_when_not_to_use_2026-09-07
411,invalid num checked,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
412,rejected !,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
413,declined 2 calls,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
414,beeping 2x,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
415,na / ringing,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
416,not reachable,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
417,no ringing!,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
418,too late to call,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
419,rejected the call,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
420,number is not correct,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
421,short beeps only,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
422,no answer 1-5,No Answer 1-5,[skip:agent_cb] Bare CRM status label. Use dialer tokens (na/vm/rej) or real hang-up phrases instead.,ai_output|full700_prompt_audit|conflict_i_tag_backfill_2026-09-07
423,wouldn't have a conversation,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
424,hangs up,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
425,hung up,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
426,temporarily suspended,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
427,na rej,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
428,dvm not available,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
429,ai screener na,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
430,ai call screener - na,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
431,it rang few secs then beeps,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
432,forget it hu,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
433,number is out of service,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
434,ai screener na,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
435,dvm not in use,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
436,he hu,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
437,hu directly,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
438,do not disturb number,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
439,puhu cb na rej,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
440,dvm unavailble,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
441,na fvm,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
442,dvm not in use,Wrong Number or Email,[skip:phone_alive] Newest dialer ring/NA/VM/DVM/unreachable → keep No Answer. Bare 'Invalid email - CRM' alone is not enough when phone is alive.,ai_output|conflict_i_when_not_to_use_2026-09-07
443,ai screener na,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",ai_output|conflict_i_when_not_to_use_2026-09-07
444,voicemail direct,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
445,hung up on me,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
446,answers but says nothing,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
447,answers but doesn't respond,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
448,full voicemail box,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
449,declined to receive your call,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
450,cut the line,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
451,long beeps,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
452,na long beeps,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
453,stayed like that,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
454,no respond,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
455,without continue conversation,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
456,unable to get a respond,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
457,na vm unavailable x2,No Answer 1-5,"[skip:agent_cb] Do not upgrade to Call Again from agent redial notes alone (cb:vm, cb na, call again rej).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
458,i will call you a police,No Interest,[skip:negation] Requires clear refusal; first day usually Recall unless curse+istemiyorum. Do not fire on negated interest phrases alone without day logic.,ai_output|conflict_i_when_not_to_use_2026-09-07
459,cursed at me,No Interest,[skip:negation] Requires clear refusal; first day usually Recall unless curse+istemiyorum. Do not fire on negated interest phrases alone without day logic.,ai_output|conflict_i_when_not_to_use_2026-09-07
460,shouted saying,No Interest,[skip:negation] Requires clear refusal; first day usually Recall unless curse+istemiyorum. Do not fire on negated interest phrases alone without day logic.,ai_output|conflict_i_when_not_to_use_2026-09-07
461,started to scream,No Interest,[skip:negation] Requires clear refusal; first day usually Recall unless curse+istemiyorum. Do not fire on negated interest phrases alone without day logic.,ai_output|conflict_i_when_not_to_use_2026-09-07
462,chinese speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
463,cannot communicate in supported language,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
464,does not speak english and hindi,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
465,doesnt speak english and hindi,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
466,language not supported,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
467,unsupported language,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
468,no english no hindi,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
469,gujarati only,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
470,marathi only,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
471,punjabi only,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
472,nepali only,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
473,malayalam,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
474,kannada,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
475,telugu,No Language,[skip:identity_denial] If translator/supported language agent is available,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
476,tamil,No Language,[skip:identity_denial] Do not fire on incidental word tamil without language-barrier context.,generated_from_data23_and_conversation|correct_audit_61|conflict_i_tag_backfill_2026-09-07
477,not understanding hindi,No Language,[skip:identity_denial] If client communicates fine,manual_fix|conflict_i_tag_backfill_2026-09-07
478,not able to communicate,No Language,[skip:identity_denial] If reason is no-answer not language,manual_fix|conflict_i_tag_backfill_2026-09-07
479,language barrier,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",manual_fix|conflict_i_when_not_to_use_2026-09-07
480,language problem,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",manual_fix|conflict_i_when_not_to_use_2026-09-07
481,doesnt understand english,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",manual_fix|conflict_i_when_not_to_use_2026-09-07
482,other language,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",manual_fix|conflict_i_when_not_to_use_2026-09-07
483,tamil speaker only,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
484,only speaks chinese,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
485,speech is impared,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
486,mandarin speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
487,client speaks myanmar language only,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
488,client is american,Invalid Country,[skip:negation] Do not fire when the trigger phrase is negated or used in a false sense in the full sentence.,ai_output|conflict_i_when_not_to_use_2026-09-07
489,vietnamese speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
490,mandarin speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
491,cant speak english,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
492,chinese speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
493,mandarin speaker,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
494,does not speak english,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
495,chinese speaker cant speak english,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
496,dvm in arabic not available,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
497,only mandarin,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",ai_output|conflict_i_when_not_to_use_2026-09-07
498,his english is not understandable,No Language,[skip:identity_denial] If customer can communicate in supported language,telegram_approved|conflict_i_tag_backfill_2026-09-07
499,did not understand him at all,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
500,said something in mandarin,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
501,speak mandarin,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
502,speaks burmese,No Language,"[skip:identity_denial] If customer denies being the registered person ('im not X', 'wrong person', 'not me') → Denied Registration (identity > language).",telegram_approved|conflict_i_when_not_to_use_2026-09-07
503,had less funds,No Potential,[skip:soft_money_plan] If still arranging with near-term plan or customer callback → Call Again,ai_output|prompt_sheet_align_2026-09-04|conflict_i_tag_backfill_2026-09-07
504,i am student i dont have the amount available,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
505,less funds and cannot arrange,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
506,cannot arrange the amount,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
507,cannot arrange in future,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
508,poor financial condition,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
509,student dont have amount,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
510,cant arrange the amount,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
511,no financial capability,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
512,student dont have money,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
513,unable to arrange funds,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
514,cant arrange in future,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
515,dont arrange in future,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
516,student with no funds,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
517,student and no money,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
518,dont have anything,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
519,no available funds,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
520,no funds available,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
521,do not have funds,No Potential,[skip:soft_money_plan] If will arrange/salary soon/customer callback → Call Again. Soft temporary only → Recall.,generated_from_data23_and_conversation|correct_audit_61|conflict_i_tag_backfill_2026-09-07
522,no fund available,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
523,student no money,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
524,dont have funds,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
525,government aid,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
526,cannot afford,No Potential,[skip:soft_money_plan] If only temporary salary/payment timing and customer remains interested,generated_from_data23_and_conversation|conflict_i_tag_backfill_2026-09-07
